mes,diaSemana,minuto,idSensor,sensCorriente,sensLuminosidad,sensSonido,sensPir,estadoLuz
1,7,185,1020,0,0.028,0.054,0,0
1,7,186,1020,0,0.029,0.045,0,0
1,7,187,1020,0,0.024,0.089,0,0
1,7,188,1020,0,0.020,0.076,0,0
1,7,189,1020,0,0.021,0.058,0,0
1,7,190,1020,0,0.029,0.060,0,0
1,7,191,1020,0,0.026,0.055,0,0
1,7,192,1020,0,0.024,0.063,0,0
1,7,193,1020,0,0.028,0.050,0,0
1,7,194,1020,0,0.024,0.056,0,0
1,7,195,1020,0,0.028,0.053,0,0
1,7,196,1020,0,0.029,0.086,0,0
1,7,197,1020,0,0.024,0.053,0,0
1,7,198,1020,0,0.024,0.083,0,0
1,7,199,1020,0,0.025,0.048,0,0
1,7,200,1020,0,0.027,0.087,0,0
1,7,201,1020,0,0.021,0.043,0,0
1,7,202,1020,0,0.028,0.078,0,0
1,7,203,1020,0,0.024,0.041,0,0
1,7,204,1020,0,0.020,0.056,0,0
1,7,205,1020,0,0.029,0.057,0,0
1,7,206,1020,0,0.027,0.056,0,0
1,7,207,1020,0,0.025,0.089,0,0
1,7,208,1020,0,0.024,0.048,0,0
1,7,209,1020,0,0.023,0.046,0,0
1,7,210,1020,0,0.020,0.057,0,0
1,7,211,1020,0,0.026,0.074,0,0
1,7,212,1020,0,0.029,0.041,0,0
1,7,213,1020,0,0.023,0.058,0,0
1,7,214,1020,0,0.021,0.083,0,0
1,7,215,1020,0,0.023,0.051,0,0
1,7,216,1020,0,0.028,0.088,0,0
1,7,217,1020,0,0.023,0.041,0,0
1,7,218,1020,0,0.028,0.047,0,0
1,7,219,1020,0,0.026,0.047,0,0
1,7,220,1020,0,0.024,0.071,0,0
1,7,221,1020,0,0.021,0.048,0,0
1,7,222,1020,0,0.022,0.049,0,0
1,7,223,1020,0,0.022,0.076,0,0
1,7,224,1020,0,0.028,0.047,0,0
1,7,225,1020,0,0.028,0.051,0,0
1,7,226,1020,0,0.029,0.075,0,0
1,7,227,1020,0,0.021,0.066,0,0
1,7,228,1020,0,0.028,0.080,0,0
1,7,229,1020,0,0.028,0.082,0,0
1,7,230,1020,0,0.020,0.053,0,0
1,7,231,1020,0,0.028,0.073,0,0
1,7,232,1020,0,0.029,0.059,0,0
1,7,233,1020,0,0.026,0.083,0,0
1,7,234,1020,0,0.025,0.080,0,0
1,7,235,1020,0,0.027,0.083,0,0
1,7,236,1020,0,0.020,0.055,0,0
1,7,237,1020,0,0.021,0.063,0,0
1,7,238,1020,0,0.021,0.063,0,0
1,7,239,1020,0,0.029,0.083,0,0
1,7,240,1020,0,0.026,0.084,0,0
1,7,241,1020,0,0.021,0.065,0,0
1,7,242,1020,0,0.025,0.056,0,0
1,7,243,1020,0,0.023,0.054,0,0
1,7,244,1020,0,0.022,0.067,0,0
1,7,245,1020,0,0.028,0.043,0,0
1,7,246,1020,0,0.028,0.066,0,0
1,7,247,1020,0,0.021,0.041,0,0
1,7,248,1020,0,0.021,0.054,0,0
1,7,249,1020,0,0.029,0.080,0,0
1,7,250,1020,0,0.020,0.074,0,0
1,7,251,1020,0,0.023,0.058,0,0
1,7,252,1020,0,0.028,0.057,0,0
1,7,253,1020,0,0.028,0.064,0,0
1,7,254,1020,0,0.022,0.085,0,0
1,7,255,1020,0,0.027,0.077,0,0
1,7,256,1020,0,0.029,0.072,0,0
1,7,257,1020,0,0.020,0.069,0,0
1,7,258,1020,0,0.027,0.055,0,0
1,7,259,1020,0,0.022,0.045,0,0
1,7,260,1020,0,0.027,0.087,0,0
1,7,261,1020,0,0.026,0.083,0,0
1,7,262,1020,0,0.020,0.063,0,0
1,7,263,1020,0,0.029,0.074,0,0
1,7,264,1020,0,0.026,0.080,0,0
1,7,265,1020,0,0.020,0.076,0,0
1,7,266,1020,0,0.023,0.077,0,0
1,7,267,1020,0,0.028,0.089,0,0
1,7,268,1020,0,0.027,0.075,0,0
1,7,269,1020,0,0.024,0.081,0,0
1,7,270,1020,0,0.020,0.048,0,0
1,7,271,1020,0,0.028,0.049,0,0
1,7,272,1020,0,0.024,0.081,0,0
1,7,273,1020,0,0.024,0.054,0,0
1,7,274,1020,0,0.026,0.044,0,0
1,7,275,1020,0,0.027,0.077,0,0
1,7,276,1020,0,0.022,0.069,0,0
1,7,277,1020,0,0.021,0.044,0,0
1,7,278,1020,0,0.021,0.053,0,0
1,7,279,1020,0,0.022,0.076,0,0
1,7,280,1020,0,0.026,0.063,0,0
1,7,281,1020,0,0.026,0.050,0,0
1,7,282,1020,0,0.023,0.044,0,0
1,7,283,1020,0,0.029,0.088,0,0
1,7,284,1020,0,0.024,0.089,0,0
1,7,285,1020,0,0.029,0.041,0,0
1,7,286,1020,0,0.025,0.055,0,0
1,7,287,1020,0,0.029,0.069,0,0
1,7,288,1020,0,0.023,0.065,0,0
1,7,289,1020,0,0.020,0.047,0,0
1,7,290,1020,0,0.022,0.087,0,0
1,7,291,1020,0,0.026,0.052,0,0
1,7,292,1020,0,0.025,0.056,0,0
1,7,293,1020,0,0.023,0.043,0,0
1,7,294,1020,0,0.026,0.071,0,0
1,7,295,1020,0,0.021,0.056,0,0
1,7,296,1020,0,0.023,0.060,0,0
1,7,297,1020,0,0.023,0.056,0,0
1,7,298,1020,0,0.023,0.057,0,0
1,7,299,1020,0,0.027,0.047,0,0
1,7,300,1020,0,0.027,0.041,0,0
1,7,301,1020,0,0.024,0.063,0,0
1,7,302,1020,0,0.022,0.075,0,0
1,7,303,1020,0,0.029,0.076,0,0
1,7,304,1020,0,0.022,0.049,0,0
1,7,305,1020,0,0.026,0.071,0,0
1,7,306,1020,0,0.023,0.061,0,0
1,7,307,1020,0,0.029,0.077,0,0
1,7,308,1020,0,0.023,0.069,0,0
1,7,309,1020,0,0.023,0.065,0,0
1,7,310,1020,0,0.028,0.089,0,0
1,7,311,1020,0,0.026,0.086,0,0
1,7,312,1020,0,0.025,0.062,0,0
1,7,313,1020,0,0.029,0.059,0,0
1,7,314,1020,0,0.028,0.067,0,0
1,7,315,1020,0,0.027,0.053,0,0
1,7,316,1020,0,0.021,0.041,0,0
1,7,317,1020,0,0.021,0.058,0,0
1,7,318,1020,0,0.021,0.084,0,0
1,7,319,1020,0,0.026,0.048,0,0
1,7,320,1020,0,0.025,0.070,0,0
1,7,321,1020,0,0.026,0.049,0,0
1,7,322,1020,0,0.021,0.074,0,0
1,7,323,1020,0,0.027,0.069,0,0
1,7,324,1020,0,0.020,0.086,0,0
1,7,325,1020,0,0.025,0.063,0,0
1,7,326,1020,0,0.022,0.043,0,0
1,7,327,1020,0,0.021,0.089,0,0
1,7,328,1020,0,0.025,0.073,0,0
1,7,329,1020,0,0.023,0.057,0,0
1,7,330,1020,0,0.026,0.087,0,0
1,7,331,1020,0,0.021,0.087,0,0
1,7,332,1020,0,0.025,0.047,0,0
1,7,333,1020,0,0.023,0.070,0,0
1,7,334,1020,0,0.023,0.064,0,0
1,7,335,1020,0,0.023,0.043,0,0
1,7,336,1020,0,0.027,0.053,0,0
1,7,337,1020,0,0.020,0.072,0,0
1,7,338,1020,0,0.022,0.073,0,0
1,7,339,1020,0,0.027,0.075,0,0
1,7,340,1020,0,0.026,0.042,0,0
1,7,341,1020,0,0.023,0.046,0,0
1,7,342,1020,0,0.025,0.088,0,0
1,7,343,1020,0,0.022,0.083,0,0
1,7,344,1020,0,0.021,0.072,0,0
1,7,345,1020,0,0.027,0.074,0,0
1,7,346,1020,0,0.023,0.069,0,0
1,7,347,1020,0,0.025,0.047,0,0
1,7,348,1020,0,0.028,0.046,0,0
1,7,349,1020,0,0.021,0.045,0,0
1,7,350,1020,0,0.024,0.041,0,0
1,7,351,1020,0,0.029,0.084,0,0
1,7,352,1020,0,0.028,0.059,0,0
1,7,353,1020,0,0.028,0.068,0,0
1,7,354,1020,0,0.024,0.051,0,0
1,7,355,1020,0,0.021,0.082,0,0
1,7,356,1020,0,0.026,0.049,0,0
1,7,357,1020,0,0.025,0.081,0,0
1,7,358,1020,0,0.021,0.047,0,0
1,7,359,1020,0,0.029,0.062,0,0
1,7,360,1020,0,0.041,0.071,0,0
1,7,361,1020,0,0.041,0.044,0,0
1,7,362,1020,0,0.040,0.085,0,0
1,7,363,1020,0,0.043,0.065,0,0
1,7,364,1020,0,0.043,0.080,0,0
1,7,365,1020,0,0.046,0.088,0,0
1,7,366,1020,0,0.048,0.088,0,0
1,7,367,1020,0,0.041,0.064,0,0
1,7,368,1020,0,0.040,0.062,0,0
1,7,369,1020,0,0.046,0.088,0,0
1,7,370,1020,0,0.041,0.068,0,0
1,7,371,1020,0,0.044,0.055,0,0
1,7,372,1020,0,0.044,0.062,0,0
1,7,373,1020,0,0.048,0.055,0,0
1,7,374,1020,0,0.046,0.060,0,0
1,7,375,1020,0,0.047,0.067,0,0
1,7,376,1020,0,0.049,0.062,0,0
1,7,377,1020,0,0.049,0.058,0,0
1,7,378,1020,0,0.041,0.076,0,0
1,7,379,1020,0,0.045,0.083,0,0
1,7,380,1020,0,0.044,0.050,0,0
1,7,381,1020,0,0.048,0.086,0,0
1,7,382,1020,0,0.042,0.084,0,0
1,7,383,1020,0,0.049,0.057,0,0
1,7,384,1020,0,0.040,0.086,0,0
1,7,385,1020,0,0.042,0.062,0,0
1,7,386,1020,0,0.048,0.061,0,0
1,7,387,1020,0,0.042,0.073,0,0
1,7,388,1020,0,0.046,0.047,0,0
1,7,389,1020,0,0.041,0.069,0,0
1,7,390,1020,0,0.047,0.048,0,0
1,7,391,1020,0,0.041,0.043,0,0
1,7,392,1020,0,0.048,0.072,0,0
1,7,393,1020,0,0.046,0.063,0,0
1,7,394,1020,0,0.049,0.056,0,0
1,7,395,1020,0,0.049,0.076,0,0
1,7,396,1020,0,0.043,0.076,0,0
1,7,397,1020,0,0.040,0.057,0,0
1,7,398,1020,0,0.040,0.082,0,0
1,7,399,1020,0,0.047,0.080,0,0
1,7,400,1020,0,0.046,0.058,0,0
1,7,401,1020,0,0.046,0.069,0,0
1,7,402,1020,0,0.047,0.049,0,0
1,7,403,1020,0,0.049,0.040,0,0
1,7,404,1020,0,0.049,0.055,0,0
1,7,405,1020,0,0.041,0.041,0,0
1,7,406,1020,0,0.042,0.070,0,0
1,7,407,1020,0,0.041,0.083,0,0
1,7,408,1020,0,0.044,0.061,0,0
1,7,409,1020,0,0.047,0.061,0,0
1,7,410,1020,0,0.042,0.049,0,0
1,7,411,1020,0,0.040,0.063,0,0
1,7,412,1020,0,0.048,0.054,0,0
1,7,413,1020,0,0.042,0.056,0,0
1,7,414,1020,0,0.049,0.044,0,0
1,7,415,1020,0,0.043,0.082,0,0
1,7,416,1020,0,0.048,0.083,0,0
1,7,417,1020,0,0.046,0.069,0,0
1,7,418,1020,0,0.045,0.079,0,0
1,7,419,1020,0,0.043,0.082,0,0
1,7,420,1020,250,0.825,0.415,1,1
1,7,421,1020,286,0.813,0.423,1,1
1,7,422,1020,294,0.846,0.422,1,1
1,7,423,1020,261,0.763,0.441,1,1
1,7,424,1020,275,0.830,0.404,1,1
1,7,425,1020,255,0.821,0.406,1,1
1,7,426,1020,268,0.785,0.410,1,1
1,7,427,1020,262,0.771,0.413,1,1
1,7,428,1020,293,0.759,0.410,1,1
1,7,429,1020,268,0.756,0.429,1,1
1,7,430,1020,262,0.841,0.435,1,1
1,7,431,1020,271,0.812,0.422,1,1
1,7,432,1020,298,0.766,0.440,1,1
1,7,433,1020,252,0.828,0.411,1,1
1,7,434,1020,293,0.766,0.448,1,1
1,7,435,1020,261,0.757,0.441,1,1
1,7,436,1020,293,0.762,0.405,1,1
1,7,437,1020,284,0.750,0.413,1,1
1,7,438,1020,252,0.752,0.421,1,1
1,7,439,1020,277,0.757,0.425,1,1
1,7,440,1020,254,0.846,0.416,1,1
1,7,441,1020,297,0.849,0.429,1,1
1,7,442,1020,285,0.769,0.442,1,1
1,7,443,1020,288,0.837,0.434,1,1
1,7,444,1020,269,0.846,0.432,1,1
1,7,445,1020,293,0.839,0.443,1,1
1,7,446,1020,256,0.828,0.449,1,1
1,7,447,1020,251,0.767,0.410,1,1
1,7,448,1020,252,0.835,0.442,1,1
1,7,449,1020,273,0.782,0.446,1,1
1,7,450,1020,272,0.799,0.445,1,1
1,7,451,1020,0,0.799,0.112,1,0
1,7,452,1020,286,0.813,0.635,1,1
1,7,453,1020,282,0.838,0.637,1,1
1,7,454,1020,291,0.814,0.632,1,1
1,7,455,1020,258,0.761,0.630,1,1
1,7,456,1020,293,0.760,0.607,1,1
1,7,457,1020,0,0.760,0.132,1,0
1,7,458,1020,0,0.760,0.127,1,0
1,7,459,1020,296,0.848,0.627,1,1
1,7,460,1020,261,0.768,0.604,1,1
1,7,461,1020,267,0.804,0.600,1,1
1,7,462,1020,295,0.820,0.637,1,1
1,7,463,1020,261,0.796,0.600,1,1
1,7,464,1020,296,0.789,0.640,1,1
1,7,465,1020,285,0.763,0.613,1,1
1,7,466,1020,293,0.814,0.645,1,1
1,7,467,1020,261,0.771,0.637,1,1
1,7,468,1020,296,0.838,0.631,1,1
1,7,469,1020,0,0.838,0.126,1,0
1,7,470,1020,0,0.838,0.113,1,0
1,7,471,1020,0,0.838,0.134,1,0
1,7,472,1020,0,0.838,0.127,1,0
1,7,473,1020,0,0.838,0.132,1,0
1,7,474,1020,0,0.838,0.127,1,0
1,7,475,1020,290,0.763,0.611,1,1
1,7,476,1020,260,0.758,0.607,1,1
1,7,477,1020,257,0.828,0.617,1,1
1,7,478,1020,290,0.792,0.634,1,1
1,7,479,1020,273,0.753,0.602,1,1
1,7,480,1020,272,0.847,0.635,1,1
1,7,481,1020,288,0.842,0.606,1,1
1,7,482,1020,0,0.407,0.109,1,0
1,7,483,1020,0,0.447,0.141,1,0
1,7,484,1020,0,0.414,0.103,1,0
1,7,485,1020,0,0.423,0.138,1,0
1,7,486,1020,0,0.450,0.139,1,0
1,7,487,1020,0,0.487,0.100,1,0
1,7,488,1020,0,0.459,0.126,1,0
1,7,489,1020,0,0.488,0.148,1,0
1,7,490,1020,0,0.437,0.116,1,0
1,7,491,1020,0,0.453,0.130,1,0
1,7,492,1020,0,0.467,0.109,1,0
1,7,493,1020,0,0.464,0.140,1,0
1,7,494,1020,0,0.402,0.114,1,0
1,7,495,1020,259,0.800,0.623,1,1
1,7,496,1020,294,0.805,0.610,1,1
1,7,497,1020,283,0.782,0.617,1,1
1,7,498,1020,293,0.756,0.603,1,1
1,7,499,1020,294,0.828,0.621,1,1
1,7,500,1020,273,0.824,0.630,1,1
1,7,501,1020,276,0.813,0.603,1,1
1,7,502,1020,283,0.768,0.644,1,1
1,7,503,1020,299,0.840,0.641,1,1
1,7,504,1020,293,0.779,0.604,1,1
1,7,505,1020,256,0.835,0.630,1,1
1,7,506,1020,257,0.807,0.608,1,1
1,7,507,1020,284,0.842,0.629,1,1
1,7,508,1020,264,0.750,0.600,1,1
1,7,509,1020,257,0.767,0.641,1,1
1,7,510,1020,289,0.842,0.619,1,1
1,7,511,1020,264,0.836,0.604,1,1
1,7,512,1020,261,0.754,0.617,1,1
1,7,513,1020,0,0.489,0.113,1,0
1,7,514,1020,0,0.473,0.146,1,0
1,7,515,1020,0,0.424,0.122,1,0
1,7,516,1020,276,0.813,0.613,1,1
1,7,517,1020,267,0.793,0.641,1,1
1,7,518,1020,278,0.752,0.600,1,1
1,7,519,1020,0,0.425,0.110,1,0
1,7,520,1020,0,0.465,0.134,1,0
1,7,521,1020,0,0.482,0.119,1,0
1,7,522,1020,0,0.419,0.106,1,0
1,7,523,1020,0,0.413,0.149,1,0
1,7,524,1020,0,0.456,0.142,1,0
1,7,525,1020,0,0.413,0.124,1,0
1,7,526,1020,0,0.432,0.140,1,0
1,7,527,1020,0,0.425,0.120,1,0
1,7,528,1020,0,0.425,0.131,1,0
1,7,529,1020,0,0.488,0.130,1,0
1,7,530,1020,271,0.789,0.624,1,1
1,7,531,1020,272,0.843,0.605,1,1
1,7,532,1020,283,0.754,0.636,1,1
1,7,533,1020,256,0.781,0.619,1,1
1,7,534,1020,269,0.759,0.620,1,1
1,7,535,1020,288,0.767,0.605,1,1
1,7,536,1020,272,0.769,0.629,1,1
1,7,537,1020,282,0.785,0.636,1,1
1,7,538,1020,268,0.757,0.622,1,1
1,7,539,1020,285,0.802,0.612,1,1
1,7,540,1020,270,0.833,0.621,1,1
1,7,541,1020,279,0.756,0.606,1,1
1,7,542,1020,263,0.799,0.613,1,1
1,7,543,1020,263,0.760,0.615,1,1
1,7,544,1020,287,0.784,0.617,1,1
1,7,545,1020,254,0.798,0.631,1,1
1,7,546,1020,293,0.759,0.639,1,1
1,7,547,1020,285,0.779,0.640,1,1
1,7,548,1020,294,0.751,0.644,1,1
1,7,549,1020,252,0.836,0.634,1,1
1,7,550,1020,286,0.778,0.634,1,1
1,7,551,1020,275,0.799,0.638,1,1
1,7,552,1020,0,0.476,0.118,1,0
1,7,553,1020,0,0.422,0.105,1,0
1,7,554,1020,0,0.417,0.131,1,0
1,7,555,1020,0,0.461,0.136,1,0
1,7,556,1020,0,0.432,0.135,1,0
1,7,557,1020,0,0.432,0.101,1,0
1,7,558,1020,279,0.804,0.618,1,1
1,7,559,1020,0,0.473,0.108,1,0
1,7,560,1020,0,0.417,0.115,1,0
1,7,561,1020,272,0.825,0.607,1,1
1,7,562,1020,299,0.767,0.649,1,1
1,7,563,1020,294,0.812,0.637,1,1
1,7,564,1020,263,0.760,0.620,1,1
1,7,565,1020,298,0.829,0.637,1,1
1,7,566,1020,285,0.836,0.610,1,1
1,7,567,1020,295,0.814,0.633,1,1
1,7,568,1020,266,0.830,0.645,1,1
1,7,569,1020,250,0.796,0.637,1,1
1,7,570,1020,265,0.835,0.628,1,1
1,7,571,1020,268,0.843,0.617,1,1
1,7,572,1020,291,0.832,0.642,1,1
1,7,573,1020,261,0.839,0.618,1,1
1,7,574,1020,0,0.406,0.134,1,0
1,7,575,1020,0,0.440,0.127,1,0
1,7,576,1020,0,0.478,0.128,1,0
1,7,577,1020,0,0.471,0.129,1,0
1,7,578,1020,0,0.409,0.147,1,0
1,7,579,1020,0,0.460,0.112,1,0
1,7,580,1020,0,0.436,0.114,1,0
1,7,581,1020,0,0.474,0.108,1,0
1,7,582,1020,259,0.813,0.639,1,1
1,7,583,1020,254,0.771,0.626,1,1
1,7,584,1020,278,0.773,0.618,1,1
1,7,585,1020,264,0.766,0.601,1,1
1,7,586,1020,0,0.440,0.145,1,0
1,7,587,1020,0,0.402,0.120,1,0
1,7,588,1020,0,0.408,0.125,1,0
1,7,589,1020,0,0.447,0.139,1,0
1,7,590,1020,0,0.424,0.140,1,0
1,7,591,1020,0,0.422,0.128,1,0
1,7,592,1020,0,0.462,0.119,1,0
1,7,593,1020,0,0.428,0.110,1,0
1,7,594,1020,275,0.830,0.633,1,1
1,7,595,1020,299,0.768,0.628,1,1
1,7,596,1020,281,0.831,0.638,1,1
1,7,597,1020,272,0.832,0.608,1,1
1,7,598,1020,285,0.833,0.633,1,1
1,7,599,1020,252,0.789,0.604,1,1
1,7,600,1020,277,0.790,0.613,1,1
1,7,601,1020,275,0.789,0.649,1,1
1,7,602,1020,285,0.817,0.629,1,1
1,7,603,1020,275,0.816,0.627,1,1
1,7,604,1020,268,0.777,0.616,1,1
